areaCode,areaName,areaType,date,totalDeaths,hospitalCases,newCasesByPublishDate
E07000041,Exeter,ltla,2021-09-20,,,39
E07000041,Exeter,ltla,2021-09-19,,,42
E07000041,Exeter,ltla,2021-09-18,,,57
E07000041,Exeter,ltla,2021-09-17,,,43
E07000041,Exeter,ltla,2021-09-16,,,31
E07000041,Exeter,ltla,2021-09-15,,,42
E07000041,Exeter,ltla,2021-09-14,,,55
E07000041,Exeter,ltla,2021-09-13,,,28
E07000041,Exeter,ltla,2021-09-12,,,50
E07000041,Exeter,ltla,2021-09-11,,,33
E07000041,Exeter,ltla,2021-09-10,,,58
E07000041,Exeter,ltla,2021-09-09,,,43
E07000041,Exeter,ltla,2021-09-08,,,56
E07000041,Exeter,ltla,2021-09-07,,,58
E07000041,Exeter,ltla,2021-09-06,,,51
E07000041,Exeter,ltla,2021-09-05,,,102
E07000041,Exeter,ltla,2021-09-04,,,68
E07000041,Exeter,ltla,2021-09-03,,,81
E07000041,Exeter,ltla,2021-09-02,,,60
E07000041,Exeter,ltla,2021-09-01,,,52
E07000041,Exeter,ltla,2021-08-31,,,47
E07000041,Exeter,ltla,2021-08-30,,,56
E07000041,Exeter,ltla,2021-08-29,,,52
E07000041,Exeter,ltla,2021-08-28,,,71
E07000041,Exeter,ltla,2021-08-27,,,74
E07000041,Exeter,ltla,2021-08-26,,,95
E07000041,Exeter,ltla,2021-08-25,,,95
E07000041,Exeter,ltla,2021-08-24,,,85
E07000041,Exeter,ltla,2021-08-23,,,108
E07000041,Exeter,ltla,2021-08-22,,,89
E07000041,Exeter,ltla,2021-08-21,,,116
E07000041,Exeter,ltla,2021-08-20,,,141
E07000041,Exeter,ltla,2021-08-19,,,151
E07000041,Exeter,ltla,2021-08-18,,,117
E07000041,Exeter,ltla,2021-08-17,,,76
E07000041,Exeter,ltla,2021-08-16,,,66
E07000041,Exeter,ltla,2021-08-15,,,94
E07000041,Exeter,ltla,2021-08-14,,,89
E07000041,Exeter,ltla,2021-08-13,,,121
E07000041,Exeter,ltla,2021-08-12,,,111
E07000041,Exeter,ltla,2021-08-11,,,66
E07000041,Exeter,ltla,2021-08-10,,,94
E07000041,Exeter,ltla,2021-08-09,,,98
E07000041,Exeter,ltla,2021-08-08,,,84
E07000041,Exeter,ltla,2021-08-07,,,108
E07000041,Exeter,ltla,2021-08-06,,,139
E07000041,Exeter,ltla,2021-08-05,,,129
E07000041,Exeter,ltla,2021-08-04,,,119
